"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.430089167E0,-9.971942073E-3,3.067869600E-3,2.416326785E-1,2.418578152E-1
2.440127167E0,-4.028183408E-2,-1.994710011E-2,4.936266232E-1,4.956689985E-1
2.450166167E0,-5.887008696E-2,-6.467881149E-2,7.102063215E-1,7.155711389E-1
2.460204167E0,-8.735432292E-2,-7.108677512E-2,8.663749266E-1,8.736644783E-1
2.470243167E0,-1.037220774E-1,-9.006139191E-2,1.064522447E0,1.073348668E0
2.480281167E0,-1.289503004E-1,-1.287326653E-1,1.198816034E0,1.212584084E0
2.490320167E0,-1.480046678E-1,-1.287906075E-1,1.303532649E0,1.318214615E0
2.500358167E0,-1.661797144E-1,-1.625282378E-1,1.400672443E0,1.419829010E0
2.510397167E0,-1.776986744E-1,-1.680828917E-1,1.462083995E0,1.482402875E0
2.520435167E0,-1.956202076E-1,-1.707062816E-1,1.502277170E0,1.524547342E0
2.530473167E0,-1.885132825E-1,-1.871317499E-1,1.479923850E0,1.503572463E0
2.540512167E0,-2.094373061E-1,-2.057661135E-1,1.443953533E0,1.473501098E0
2.550550167E0,-1.717421158E-1,-1.766892257E-1,1.383263528E0,1.405038229E0
2.560589167E0,-1.611258014E-1,-1.695091190E-1,1.292290208E0,1.313281709E0
2.570627167E0,-1.382487803E-1,-1.312167269E-1,1.173556062E0,1.188934138E0
2.580666167E0,-1.244810999E-1,-1.202429101E-1,1.037983689E0,1.052313661E0
2.590704167E0,-9.828405719E-2,-8.747323154E-2,8.822711670E-1,8.920278775E-1
2.600742167E0,-5.265424090E-2,-4.723764528E-2,7.031364530E-1,7.066857405E-1
2.610781167E0,-4.367934960E-2,-1.478967318E-2,5.149660367E-1,5.170267294E-1
2.620819167E0,-7.975629559E-3,2.405983061E-2,3.653767186E-1,3.662548739E-1
2.630858167E0,1.069590960E-2,3.463386230E-2,1.488607550E-1,1.532104150E-1
2.640896167E0,4.554277500E-2,7.918827513E-2,-3.036985338E-2,9.626658438E-2
2.650935167E0,4.352342080E-2,1.058694856E-1,-2.299224597E-1,2.568403660E-1
2.660973167E0,7.096553676E-2,1.179670459E-1,-4.044296873E-1,4.272185661E-1
2.671012167E0,7.508129136E-2,1.272202464E-1,-5.790257925E-1,5.975726397E-1
2.681050167E0,8.420164129E-2,1.573084467E-1,-7.828936440E-1,8.029684437E-1
2.691088167E0,9.968437398E-2,1.488344608E-1,-9.075054109E-1,9.250160766E-1
2.701127167E0,8.948744201E-2,1.481801025E-1,-1.084742119E0,1.098467482E0
2.711165167E0,9.870474609E-2,1.467449400E-1,-1.202641867E0,1.215575651E0
2.721204167E0,9.426829912E-2,1.098905610E-1,-1.324083273E0,1.331975586E0
2.731242167E0,9.295488657E-2,1.190655733E-1,-1.442948397E0,1.450833311E0
2.741281167E0,8.885332061E-2,1.091974649E-1,-1.467955184E0,1.474690280E0
2.751319167E0,9.033923515E-2,8.872301906E-2,-1.514387339E0,1.519671663E0
2.761357167E0,7.910122471E-2,8.397107827E-2,-1.531381102E0,1.535720100E0
2.771396167E0,7.335311023E-2,6.914939158E-2,-1.499646508E0,1.503030927E0
2.781434167E0,5.751870406E-2,4.508621709E-2,-1.402136001E0,1.404039363E0
2.791473167E0,7.697597195E-2,4.666147526E-2,-1.311902938E0,1.314987420E0
2.801511167E0,5.010979760E-2,2.836164543E-2,-1.173114597E0,1.174526812E0
2.811550167E0,5.261310026E-2,2.453703649E-2,-1.003126683E0,1.004805128E0
2.821588167E0,5.976932477E-2,2.139448699E-2,-8.352975601E-1,8.377064582E-1
2.831627167E0,6.350851868E-2,2.341506545E-2,-6.321787369E-1,6.357920672E-1
2.841665167E0,6.618279758E-2,1.250759628E-2,-4.129034722E-1,4.183609446E-1
2.851703167E0,4.308148094E-2,1.354193218E-2,-1.853830487E-1,1.908042784E-1
2.861742167E0,4.660388933E-2,7.089383528E-4,6.238452852E-2,7.787332337E-2
2.871780167E0,2.937727938E-2,1.842106819E-2,2.609548026E-1,2.632484935E-1
2.881819167E0,2.158648579E-2,-1.477013983E-2,5.044930887E-1,5.051706741E-1
2.891857167E0,1.175419168E-2,-2.796589857E-2,6.963057357E-1,6.969662331E-1
2.901896167E0,1.529659024E-3,-4.155935934E-2,8.581017011E-1,8.591088695E-1
2.911934167E0,-1.627033437E-2,-5.013048213E-2,1.007843047E0,1.009220192E0
2.921972167E0,-2.326769734E-2,-5.136658352E-2,1.092987278E0,1.094440999E0
2.932011167E0,-3.730594849E-2,-7.240879403E-2,1.218310066E0,1.221029968E0
2.942049167E0,-7.100259349E-2,-1.039407084E-1,1.221978024E0,1.228444273E0
2.952088167E0,-9.829469182E-2,-1.142909745E-1,1.290784550E0,1.299557243E0
2.962126167E0,-1.175666212E-1,-1.126027920E-1,1.271875824E0,1.282251695E0
2.972165167E0,-1.470656232E-1,-1.298276660E-1,1.266108715E0,1.281216140E0
2.982203167E0,-1.564036814E-1,-1.417481105E-1,1.224207568E0,1.242271632E0
