"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.847684000E0,-8.034132779E-2,5.986872744E-3,-9.238016009E-3,8.109200044E-2
1.857722000E0,-7.792283717E-2,1.365385154E-2,-3.604925394E-2,8.693644186E-2
1.867760000E0,-6.424876705E-2,2.429002818E-2,-5.553685427E-2,8.833035559E-2
1.877798000E0,-5.341470785E-2,3.252128156E-2,-9.165218174E-2,1.109544374E-1
1.887836000E0,-4.466240359E-2,3.252933975E-2,-1.132564741E-1,1.260155434E-1
1.897874000E0,-3.099336756E-2,4.038116366E-2,-1.398045874E-1,1.487835672E-1
1.907912000E0,-3.339173097E-2,4.860185551E-2,-1.398572123E-1,1.517800642E-1
1.917950000E0,-2.010496580E-2,4.504294770E-2,-1.562300009E-1,1.638318954E-1
1.927988000E0,-2.038090870E-2,4.071664765E-2,-1.769414234E-1,1.827060321E-1
1.938026000E0,-2.544866310E-2,5.091983797E-2,-1.765449822E-1,1.854955393E-1
1.948064000E0,-1.977094361E-2,3.660505006E-2,-1.601265854E-1,1.654428700E-1
1.958102000E0,-2.463169743E-2,3.063878875E-2,-1.401063037E-1,1.455171201E-1
1.968140000E0,-2.807238185E-2,3.021680251E-2,-1.247123390E-1,1.313555529E-1
1.978178000E0,-3.489746209E-2,2.168911356E-2,-1.009182644E-1,1.089621338E-1
1.988216000E0,-3.967052596E-2,1.746102847E-2,-6.453045666E-2,7.773556446E-2
1.998254000E0,-5.072348116E-2,1.878531318E-2,-2.707143903E-2,6.048654680E-2
2.008292000E0,-5.681610628E-2,-1.860516412E-2,-8.598915339E-3,6.040002823E-2
2.018330000E0,-4.951989577E-2,-2.862120699E-2,1.154240370E-2,5.834912724E-2
2.028368000E0,-5.782179996E-2,-2.497089989E-2,5.579471648E-2,8.414247904E-2
2.038406000E0,-5.934119895E-2,-4.097553313E-2,6.337446213E-2,9.600361794E-2
2.048444000E0,-6.942542584E-2,-3.968075858E-2,7.633540034E-2,1.105510999E-1
2.058482000E0,-6.804339074E-2,-3.244786246E-2,9.736315727E-2,1.231354993E-1
2.068520000E0,-5.145675855E-2,-5.638729524E-2,9.935413420E-2,1.252939306E-1
2.078559000E0,-5.394567157E-2,-5.025627036E-2,8.335556746E-2,1.112833268E-1
2.088597000E0,-4.774774175E-2,-5.087466823E-2,8.184581637E-2,1.075491347E-1
2.098635000E0,-2.244673912E-2,-3.022696204E-2,8.599441588E-2,9.387526242E-2
2.108673000E0,-1.907706183E-2,-2.026376339E-2,6.062802494E-2,6.671065734E-2
2.118711000E0,-1.446456799E-2,-1.349581227E-2,4.168246150E-2,4.613879358E-2
2.128749000E0,-1.445842842E-2,8.655158244E-4,3.664742410E-2,3.940595086E-2
2.138787000E0,-8.037098413E-3,1.246672058E-2,1.663942158E-2,2.229090450E-2
2.148825000E0,-1.031573094E-2,1.192477506E-2,2.866772890E-2,3.271778179E-2
2.158863000E0,6.849254826E-3,3.953832407E-3,5.372714102E-2,5.430608405E-2
2.168901000E0,1.467497639E-2,6.324786991E-3,2.401451468E-2,2.884535973E-2
2.178939000E0,8.504939619E-3,1.813002303E-2,1.692476571E-2,2.621982890E-2
2.188977000E0,-1.767695518E-3,1.892402010E-2,1.450109482E-2,2.390658978E-2
2.199015000E0,-1.257746137E-2,3.396318667E-2,-5.557778478E-3,3.664122657E-2
2.209053000E0,-2.380554982E-2,4.679543132E-2,-1.330884755E-2,5.416310568E-2
2.219091000E0,-1.663732024E-2,4.640991708E-2,-2.416946590E-2,5.490759429E-2
2.229129000E0,-3.066530222E-2,3.814951899E-2,-3.380216897E-2,5.948389014E-2
2.239167000E0,-3.515007094E-2,3.096848035E-2,-2.274917722E-2,5.207781991E-2
2.249205000E0,-5.496654061E-2,3.730222089E-2,-3.563117802E-2,7.538141095E-2
2.259243000E0,-5.033053913E-2,3.453745633E-2,-4.222099006E-2,7.422001793E-2
2.269281000E0,-6.700105146E-2,2.151800942E-2,-6.304350972E-2,9.448094910E-2
2.279319000E0,-7.913167591E-2,2.686364360E-2,-6.203486502E-2,1.040759432E-1
2.289357000E0,-6.863715721E-2,2.850448195E-2,-7.662951529E-2,1.067503979E-1
2.299395000E0,-7.554456443E-2,1.927741120E-2,-9.650595546E-2,1.240644963E-1
2.309433000E0,-7.646244024E-2,3.380063407E-2,-1.075987083E-1,1.362588333E-1
2.319471000E0,-5.225661197E-2,2.137257820E-2,-1.308647794E-1,1.425241421E-1
2.329509000E0,-4.432001257E-2,2.871797841E-2,-1.336638415E-1,1.437185037E-1
