"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.756855708E0,2.640544176E-1,2.428671122E-1,-8.734893203E-1,9.442948492E-1
1.766892583E0,2.848065794E-1,2.129321247E-1,-8.948516250E-1,9.629196789E-1
1.776930583E0,2.783131599E-1,1.760304421E-1,-8.543339968E-1,9.156044504E-1
1.786968583E0,2.492420971E-1,1.280450821E-1,-7.661274672E-1,8.157625034E-1
1.797006583E0,1.966078430E-1,8.041870594E-2,-6.275083423E-1,6.624866277E-1
1.807044583E0,1.215636805E-1,3.459288925E-2,-4.489935040E-1,4.664435261E-1
1.817081583E0,4.285676777E-2,-1.241215412E-2,-2.443796396E-1,2.484193478E-1
1.827119583E0,-4.379903525E-2,-5.242348835E-2,-2.321342565E-2,7.214874046E-2
1.837157583E0,-1.252662539E-1,-9.363758564E-2,1.953954995E-1,2.502779116E-1
1.847195583E0,-1.955230981E-1,-1.251683533E-1,4.054192901E-1,4.671843312E-1
1.857233583E0,-2.445421517E-1,-1.553694457E-1,5.856746435E-1,6.534181790E-1
1.867271583E0,-2.710030675E-1,-1.767303944E-1,7.278669477E-1,7.965341100E-1
1.877308583E0,-2.760297954E-1,-1.899060458E-1,8.245075941E-1,8.899828801E-1
1.887346583E0,-2.587224543E-1,-1.930475086E-1,8.680329919E-1,9.261133429E-1
1.897384583E0,-2.215092182E-1,-1.871587932E-1,8.569168448E-1,9.046553082E-1
1.907422583E0,-1.672758013E-1,-1.693275869E-1,7.924254537E-1,8.274002206E-1
1.917460583E0,-1.014532372E-1,-1.459413469E-1,6.781074405E-1,7.010145055E-1
1.927497583E0,-3.439750522E-2,-1.096432582E-1,5.190941095E-1,5.316611016E-1
1.937535583E0,3.212115541E-2,-7.068927586E-2,3.302220702E-1,3.392275903E-1
1.947573583E0,9.599121660E-2,-2.351110987E-2,1.173912957E-1,1.534529318E-1
1.957611583E0,1.529405564E-1,2.105886303E-2,-1.018722951E-1,1.849655482E-1
1.967649583E0,1.893249303E-1,6.574617326E-2,-3.138628304E-1,3.723927562E-1
1.977686583E0,2.108154446E-1,1.091660485E-1,-5.034878254E-1,5.566510290E-1
1.987724583E0,2.158663869E-1,1.490271688E-1,-6.605048776E-1,7.106856459E-1
1.997762583E0,2.036158442E-1,1.778959185E-1,-7.731047869E-1,8.190222105E-1
2.007800583E0,1.783477813E-1,2.014332116E-1,-8.391703367E-1,8.812435100E-1
2.017838583E0,1.349127591E-1,2.150368392E-1,-8.482335806E-1,8.854052756E-1
2.027875583E0,8.606718481E-2,2.174243629E-1,-8.070262074E-1,8.402215264E-1
2.037913583E0,3.209007531E-2,2.095481902E-1,-7.128556967E-1,7.437092585E-1
2.047951583E0,-2.639587224E-2,1.885089427E-1,-5.714234710E-1,6.022932398E-1
2.057989583E0,-7.653789222E-2,1.533183008E-1,-3.986250162E-1,4.338968240E-1
2.068027583E0,-1.211351901E-1,1.061827466E-1,-1.987233460E-1,2.558114114E-1
2.078064583E0,-1.528783739E-1,5.536021665E-2,1.431882847E-2,1.632224851E-1
2.088102583E0,-1.683023423E-1,-6.593434606E-3,2.259623557E-1,2.818299807E-1
2.098140583E0,-1.682338566E-1,-7.312979549E-2,4.229983091E-1,4.610619991E-1
2.108178583E0,-1.519052088E-1,-1.372757554E-1,5.927958488E-1,6.271576707E-1
2.118216583E0,-1.218069345E-1,-1.976004541E-1,7.252010107E-1,7.614455822E-1
2.128253583E0,-8.145338297E-2,-2.461072654E-1,8.062716126E-1,8.469222827E-1
2.138291583E0,-3.609068319E-2,-2.838587463E-1,8.429480791E-1,8.901908724E-1
2.148329583E0,8.844302967E-3,-3.076415658E-1,8.171471357E-1,8.731843999E-1
2.158367583E0,5.551522598E-2,-3.111274242E-1,7.396537066E-1,8.043443417E-1
2.168405583E0,9.095817059E-2,-2.958168983E-1,6.167014241E-1,6.900012121E-1
2.178442583E0,1.134678349E-1,-2.617940903E-1,4.517247081E-1,5.342904708E-1
2.188480583E0,1.262145191E-1,-2.122513056E-1,2.589270175E-1,3.578043067E-1
2.198518583E0,1.248589009E-1,-1.516843736E-1,4.918316752E-2,2.025262410E-1
2.208556583E0,1.100136489E-1,-7.767353207E-2,-1.621551812E-1,2.107853963E-1
2.218594583E0,8.665778488E-2,3.839498851E-3,-3.636737466E-1,3.738755239E-1
2.228631583E0,5.721467733E-2,8.441236615E-2,-5.385578871E-1,5.481273252E-1
2.238669583E0,2.331850864E-2,1.641068161E-1,-6.753382683E-1,6.953823240E-1
2.248707583E0,-1.009990182E-2,2.351831198E-1,-7.662990689E-1,8.016404249E-1
2.258745583E0,-3.800419718E-2,2.944662869E-1,-8.082875013E-1,8.610943026E-1
2.268783583E0,-5.650997162E-2,3.360198736E-1,-7.998641729E-1,8.694167168E-1
2.278820583E0,-7.251255214E-2,3.577607870E-1,-7.405546308E-1,8.256343089E-1
2.288858583E0,-7.824128121E-2,3.536118567E-1,-6.350612044E-1,7.310716631E-1
2.298896583E0,-7.709549367E-2,3.313285410E-1,-4.899158180E-1,5.964392894E-1
2.308934583E0,-6.935581565E-2,2.873552144E-1,-3.117527366E-1,4.296196191E-1
2.318972583E0,-5.125354975E-2,2.242656201E-1,-1.189846620E-1,2.589968041E-1
2.329009583E0,-3.488736227E-2,1.434557289E-1,8.559271693E-2,1.706539990E-1
2.339047583E0,-1.226308569E-2,5.262227356E-2,2.830590904E-1,2.881699769E-1
2.349085583E0,1.017484441E-2,-3.696247190E-2,4.588383734E-1,4.604371887E-1
2.359123583E0,3.129080683E-2,-1.288874596E-1,6.061614752E-1,6.205020756E-1
2.369161583E0,4.666603357E-2,-2.130444199E-1,7.098700404E-1,7.426177468E-1
2.379198583E0,5.275907367E-2,-2.826301157E-1,7.703146338E-1,8.222213433E-1
2.389236583E0,5.104106665E-2,-3.333470821E-1,7.826977968E-1,8.522565980E-1
2.399274583E0,4.080140218E-2,-3.624476790E-1,7.405402064E-1,8.254894741E-1
2.409312583E0,2.318672091E-2,-3.678405881E-1,6.548689604E-1,7.514636901E-1
2.419350583E0,-1.582289813E-3,-3.492588103E-1,5.258239508E-1,6.312487999E-1
2.429388583E0,-3.006959148E-2,-3.070034981E-1,3.654063344E-1,4.782019630E-1
2.439425583E0,-5.925035104E-2,-2.441397160E-1,1.822551489E-1,3.103735561E-1
2.449463583E0,-8.629128337E-2,-1.625223458E-1,-1.326882187E-2,1.844878318E-1
2.459501583E0,-1.010271311E-1,-7.209374756E-2,-2.054742575E-1,2.400492869E-1
2.469539583E0,-1.071358845E-1,2.465010062E-2,-3.809187710E-1,3.964654277E-1
2.479577583E0,-1.010700837E-1,1.231582984E-1,-5.355911851E-1,5.587853307E-1
2.489614583E0,-8.043937385E-2,2.136732936E-1,-6.483899355E-1,6.874127419E-1
2.499652583E0,-4.461654648E-2,2.921716571E-1,-7.230629921E-1,7.811369944E-1
2.509690583E0,-2.606247552E-3,3.493414819E-1,-7.508110404E-1,8.281083757E-1
2.519728583E0,4.289175570E-2,3.867849112E-1,-7.290477753E-1,8.264096616E-1
2.529765583E0,8.936338127E-2,3.998565078E-1,-6.611249447E-1,7.777899673E-1
2.539803583E0,1.294776201E-1,3.854658604E-1,-5.560414791E-1,6.888617496E-1
2.549841583E0,1.588775963E-1,3.438510597E-1,-4.116867185E-1,5.594297060E-1
2.559879583E0,1.703339517E-1,2.809500396E-1,-2.444903105E-1,4.095388771E-1
2.569917583E0,1.677626669E-1,2.013169825E-1,-6.088373065E-2,2.690346976E-1
2.579955583E0,1.487616599E-1,1.121943519E-1,1.245653704E-1,2.241297292E-1
2.589992583E0,1.155664176E-1,9.707657620E-3,3.010653257E-1,3.226300759E-1
2.600030583E0,6.937579811E-2,-9.008782357E-2,4.553018510E-1,4.692851935E-1
2.610068583E0,1.509392075E-2,-1.873214394E-1,5.819815397E-1,6.115714682E-1
2.620106583E0,-3.912172467E-2,-2.759106159E-1,6.718953252E-1,7.273929511E-1
2.630144583E0,-9.434929490E-2,-3.467712104E-1,7.162233591E-1,8.013288725E-1
2.640181583E0,-1.398642510E-1,-4.007838666E-1,7.184809446E-1,8.345085885E-1
2.650219583E0,-1.743761599E-1,-4.272596836E-1,6.691620946E-1,8.128565625E-1
2.660257583E0,-1.973589063E-1,-4.287020564E-1,5.812599659E-1,7.487316869E-1
2.670295583E0,-2.050517052E-1,-4.025865495E-1,4.522356689E-1,6.392489592E-1
2.680333583E0,-1.939819306E-1,-3.520104885E-1,2.985383272E-1,5.006650639E-1
2.690370583E0,-1.678051800E-1,-2.813232839E-1,1.271958798E-1,3.513974393E-1
2.700408583E0,-1.293465793E-1,-1.896608472E-1,-5.719348043E-2,2.365858591E-1
2.710446583E0,-7.629243284E-2,-8.565775305E-2,-2.311618179E-1,2.580573038E-1
2.720484583E0,-1.800085232E-2,2.499244176E-2,-3.916241527E-1,3.928334632E-1
2.730522583E0,4.401511699E-2,1.377570778E-1,-5.232282281E-1,5.428463150E-1
2.740559583E0,1.019351259E-1,2.420598418E-1,-6.195647717E-1,6.729370276E-1
2.750597583E0,1.513261199E-1,3.307899833E-1,-6.731582284E-1,7.651559371E-1
2.760635583E0,1.858252734E-1,4.007009864E-1,-6.835737824E-1,8.138583592E-1
2.770674208E0,2.093889117E-1,4.458359778E-1,-6.529844403E-1,8.179254946E-1
2.780711208E0,2.112840116E-1,4.615198970E-1,-5.808213949E-1,7.713592170E-1
2.790749208E0,1.930219233E-1,4.509024024E-1,-4.730469584E-1,6.814278130E-1
2.800787208E0,1.562434137E-1,4.128806591E-1,-3.349970877E-1,5.541709951E-1
2.810825208E0,1.083643138E-1,3.472329378E-1,-1.770956218E-1,4.045693969E-1
2.820863208E0,4.509562999E-2,2.588002980E-1,-1.013202220E-2,2.628951653E-1
2.830901208E0,-1.963010430E-2,1.530661434E-1,1.566292644E-1,2.198802213E-1
2.840938208E0,-8.206000924E-2,3.621821851E-2,3.111973107E-1,3.238662851E-1
2.850976208E0,-1.371312439E-1,-8.411724120E-2,4.461655021E-1,4.742829784E-1
2.861014208E0,-1.766127944E-1,-2.022028714E-1,5.496845245E-1,6.117443558E-1
2.871052208E0,-2.031418979E-1,-3.091564775E-1,6.192247272E-1,7.213068840E-1
2.881090208E0,-2.132323533E-1,-3.976178169E-1,6.494063735E-1,7.907569809E-1
2.891127208E0,-2.042572349E-1,-4.594886303E-1,6.391451955E-1,8.132388335E-1
2.901165208E0,-1.800258160E-1,-4.940143228E-1,5.887823105E-1,7.893820714E-1
