"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.476836833E0,6.911098957E-2,-1.444988012E0,3.265402466E-2,1.447008283E0
2.486874833E0,4.399533942E-2,-1.574890614E0,3.058142401E-2,1.575801783E0
2.496912833E0,1.415887941E-2,-1.606952667E0,2.848311700E-2,1.607267444E0
2.506949833E0,-1.834615692E-2,-1.535236955E0,2.742863633E-2,1.535591553E0
2.516987833E0,-5.351479724E-2,-1.356404901E0,2.610584348E-2,1.357711163E0
2.527025833E0,-8.421457559E-2,-1.094133854E0,2.393175475E-2,1.097630955E0
2.537063833E0,-1.076072529E-1,-7.605872750E-1,2.330564521E-2,7.685151117E-1
2.547100833E0,-1.228447631E-1,-3.759967983E-1,2.026423998E-2,3.960745732E-1
2.557138833E0,-1.274988949E-1,2.828358300E-2,1.784928516E-2,1.318124662E-1
2.567176833E0,-1.249136776E-1,4.286893010E-1,1.551900990E-2,4.467871790E-1
2.577213833E0,-1.069133729E-1,8.009997606E-1,1.035966817E-2,8.081697894E-1
2.587251833E0,-7.874386013E-2,1.108922601E0,3.204317065E-3,1.111719478E0
2.597289833E0,-4.175867885E-2,1.345395923E0,-4.000864923E-3,1.346049770E0
2.607327833E0,1.110134646E-3,1.477234840E0,-1.353378594E-2,1.477297252E0
2.617364833E0,4.561128840E-2,1.513775349E0,-2.468817122E-2,1.514663561E0
2.627402833E0,8.906171471E-2,1.441549301E0,-3.676351160E-2,1.444765702E0
2.637440833E0,1.264876574E-1,1.272921085E0,-4.548776150E-2,1.279998576E0
2.647477833E0,1.584514230E-1,1.010990143E0,-5.352561548E-2,1.024730654E0
2.657515833E0,1.746706069E-1,6.856487989E-1,-6.132894382E-2,7.102009122E-1
2.667553833E0,1.738591790E-1,3.141430914E-1,-6.345715374E-2,3.646089774E-1
2.677591833E0,1.557616740E-1,-7.620256394E-2,-6.337086856E-2,1.846196004E-1
2.687628833E0,1.289478987E-1,-4.634679854E-1,-5.820886046E-2,4.845806491E-1
2.697666833E0,8.036757261E-2,-8.094856143E-1,-4.873413220E-2,8.149238750E-1
2.707704833E0,2.481525391E-2,-1.099425554E0,-3.148834035E-2,1.100156290E0
