"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.331391875E0,-1.798054814E0,2.812081277E-1,-2.021891922E-1,1.831108843E0
2.341429875E0,-2.034432411E0,3.545246422E-1,-1.583063155E-1,2.071150368E0
2.351467875E0,-2.096233845E0,4.041206837E-1,-1.018715352E-1,2.137261722E0
2.361505875E0,-1.963593602E0,4.086461961E-1,-3.289091960E-2,2.005934536E0
2.371543875E0,-1.658228636E0,3.885920644E-1,3.912229091E-2,1.703601055E0
2.381581875E0,-1.207600236E0,3.152962029E-1,1.186106205E-1,1.253705908E0
2.391618875E0,-6.506261826E-1,2.202213556E-1,1.852008253E-1,7.114149426E-1
2.401656875E0,-5.089456961E-2,1.015266702E-1,2.457182258E-1,2.706942343E-1
2.411694875E0,5.537135601E-1,-2.625020221E-2,2.895615995E-1,6.254068273E-1
2.421732875E0,1.092559695E0,-1.367141455E-1,3.131223619E-1,1.144737113E0
2.431770875E0,1.521379471E0,-2.458062917E-1,3.177690208E-1,1.573528957E0
2.441808875E0,1.805679917E0,-3.196609020E-1,2.876483798E-1,1.856180122E0
2.451846875E0,1.923150897E0,-3.715558052E-1,2.442646921E-1,1.973886605E0
2.461883875E0,1.866941452E0,-3.784848750E-1,1.801843792E-1,1.913423005E0
2.471921875E0,1.663220763E0,-3.628172278E-1,1.043830812E-1,1.705530849E0
2.481959875E0,1.315103531E0,-3.215398490E-1,2.867581509E-2,1.354144554E0
2.491997875E0,8.663828969E-1,-2.551762760E-1,-5.393357947E-2,9.047889737E-1
2.502035750E0,3.482287824E-1,-1.833721250E-1,-1.260255873E-1,4.132445642E-1
2.512073750E0,-1.835464388E-1,-9.576371312E-2,-1.929851770E-1,2.830251977E-1
2.522110750E0,-6.965444684E-1,2.763681812E-3,-2.479558140E-1,7.393672431E-1
2.532148750E0,-1.139733076E0,9.542810917E-2,-2.793600857E-1,1.177344498E0
2.542186750E0,-1.473390579E0,1.862612218E-1,-2.978440225E-1,1.514689441E0
2.552224750E0,-1.673999310E0,2.601388991E-1,-2.969891429E-1,1.719926884E0
2.562262750E0,-1.728572726E0,3.164139390E-1,-2.736383975E-1,1.778471091E0
2.572300750E0,-1.627590775E0,3.499506116E-1,-2.347304076E-1,1.681254153E0
2.582338750E0,-1.381256938E0,3.432062566E-1,-1.797997206E-1,1.434569344E0
2.592375750E0,-1.010618448E0,3.101952970E-1,-1.081375256E-1,1.062668572E0
2.602413750E0,-5.449043512E-1,2.512972951E-1,-3.028838895E-2,6.008231595E-1
2.612451750E0,-3.815749288E-2,1.701704860E-1,5.697194859E-2,1.834660500E-1
2.622489750E0,4.844931066E-1,8.013201505E-2,1.328263432E-1,5.087214834E-1
2.632527750E0,9.582045078E-1,-9.931033477E-3,2.052363604E-1,9.799879937E-1
