"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.157407750E0,4.130040077E-2,1.617445830E-2,5.249864101E-2,6.872731272E-2
2.167445750E0,2.322016678E-1,-3.698976031E-2,8.914372623E-2,2.514606547E-1
2.177483750E0,4.035497544E-1,-7.271363497E-2,1.356016088E-1,4.318882648E-1
2.187521750E0,6.048759309E-1,-1.170866197E-1,1.840504682E-1,6.430075762E-1
2.197560750E0,7.907518633E-1,-1.139608809E-1,2.211276627E-1,8.289590067E-1
2.207598750E0,8.944240931E-1,-1.335867313E-1,2.545906931E-1,9.394978947E-1
2.217636750E0,1.017784190E0,-1.072572492E-1,2.962497658E-1,1.065435451E0
2.227674750E0,1.081067801E0,-1.075278291E-1,3.317312551E-1,1.135920530E0
2.237712750E0,1.151787901E0,-9.047734821E-2,3.432175255E-1,1.205238479E0
2.247750750E0,1.222914456E0,-6.921594020E-2,3.425287235E-1,1.271863412E0
2.257788750E0,1.269383156E0,-5.682238290E-2,3.320575297E-1,1.313325772E0
2.267826750E0,1.350430096E0,-8.046998480E-2,3.005767053E-1,1.385815002E0
2.277865750E0,1.393863360E0,-1.078935724E-1,2.615512186E-1,1.422288694E0
2.287903750E0,1.425913119E0,-1.382182378E-1,2.270836365E-1,1.450482500E0
2.297941250E0,1.434294810E0,-1.462148351E-1,1.634904885E-1,1.450968477E0
2.307979250E0,1.427908773E0,-1.571947366E-1,1.071513963E-1,1.440525971E0
2.318017250E0,1.366466962E0,-1.530930793E-1,2.663874507E-2,1.375274181E0
2.328055250E0,1.309174920E0,-1.323693593E-1,-3.761221468E-2,1.316387214E0
2.338093250E0,1.227162897E0,-9.571616108E-2,-8.257028639E-2,1.233656439E0
2.348131250E0,1.126043926E0,-1.037745561E-1,-1.610364121E-1,1.142224500E0
2.358170250E0,9.949522752E-1,-9.549531905E-2,-2.476810384E-1,1.029754962E0
2.368208250E0,9.062188773E-1,-6.526475731E-2,-3.110619324E-1,9.603393504E-1
2.378246250E0,7.194051611E-1,-5.772148367E-2,-4.004237598E-1,8.253573426E-1
