"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.777541750E0,-2.505109087E-2,-3.028496727E-2,-5.220955238E-3,3.964838925E-2
1.787579750E0,-1.001426112E-2,-2.089931071E-2,-3.162109759E-3,2.338943248E-2
1.797617750E0,1.104441844E-2,-1.010232139E-2,-1.046494697E-3,1.500437361E-2
1.807655750E0,2.967182174E-2,1.281411853E-3,-7.235482335E-4,2.970829083E-2
1.817693750E0,4.711286351E-2,1.334233582E-2,4.291716963E-3,4.915341970E-2
1.827730750E0,5.757639930E-2,2.321236767E-2,4.987413995E-3,6.227945140E-2
1.837768750E0,6.344999373E-2,3.310840577E-2,7.172004320E-3,7.192708727E-2
1.847806750E0,6.061107665E-2,4.122037441E-2,6.327310577E-3,7.357211930E-2
1.857844750E0,5.028121173E-2,4.668810964E-2,7.334250957E-3,6.900558725E-2
1.867882750E0,3.553083912E-2,4.879430681E-2,5.772468634E-3,6.063535520E-2
1.877919750E0,1.869673282E-2,4.733409360E-2,6.273675710E-3,5.127809710E-2
1.887957750E0,-2.972851973E-3,4.189694300E-2,5.160595290E-3,4.231812172E-2
1.897995750E0,-2.263417095E-2,3.457964212E-2,2.955763834E-3,4.143421151E-2
1.908033750E0,-4.263075441E-2,2.411727421E-2,1.822576160E-3,4.901373196E-2
1.918071750E0,-5.579103157E-2,1.337301824E-2,-3.068052698E-3,5.745337038E-2
1.928108750E0,-6.389013678E-2,-1.200297847E-4,-4.485903773E-3,6.404753951E-2
1.938146750E0,-6.609389931E-2,-1.497221179E-2,-4.017986357E-3,6.788751628E-2
1.948184750E0,-6.226646900E-2,-2.671197429E-2,-7.837726735E-3,6.820610451E-2
1.958222750E0,-5.140849575E-2,-3.784611821E-2,-7.796714082E-3,6.431135864E-2
1.968260750E0,-3.619355336E-2,-4.577504098E-2,-7.349255495E-3,5.881614777E-2
1.978297750E0,-1.535858028E-2,-5.013490468E-2,-7.526089437E-3,5.297203675E-2
1.988335750E0,4.630689509E-3,-5.162776634E-2,-4.860455170E-3,5.206240070E-2
1.998373750E0,2.617859282E-2,-5.021123216E-2,-3.956311848E-3,5.676388781E-2
2.008411750E0,4.637713358E-2,-4.290243611E-2,-1.463358523E-3,6.319492829E-2
2.018449750E0,5.933874100E-2,-3.430815041E-2,-1.495316392E-3,6.855925422E-2
2.028486750E0,6.757949293E-2,-2.207282186E-2,2.120254328E-3,7.112448810E-2
2.038524750E0,6.951747835E-2,-8.039029315E-3,3.082720796E-3,7.004861851E-2
2.048562750E0,6.621735543E-2,8.173514158E-3,4.637708887E-3,6.688088544E-2
2.058600750E0,5.567842722E-2,2.134524286E-2,6.510975771E-3,5.998416004E-2
2.068638750E0,3.818683699E-2,3.530290723E-2,6.344703026E-3,5.239069607E-2
2.078675750E0,2.074845694E-2,4.477710277E-2,3.957445268E-3,4.950907766E-2
2.088713750E0,-2.822382376E-3,5.258336291E-2,4.417639226E-3,5.284402931E-2
2.098751750E0,-2.342939004E-2,5.502628163E-2,2.323862165E-3,5.985171946E-2
2.108789750E0,-4.151963443E-2,5.530776829E-2,7.923073135E-4,6.916254063E-2
2.118827750E0,-5.431878567E-2,4.796862975E-2,-1.088683493E-3,7.247554862E-2
2.128864750E0,-6.380768120E-2,3.769646585E-2,-2.278691856E-3,7.414604612E-2
2.138902750E0,-6.558054686E-2,2.512900904E-2,-4.475799389E-3,7.037263674E-2
2.148940750E0,-6.073629856E-2,9.521131404E-3,-6.511235610E-3,6.182189010E-2
2.158978750E0,-4.866312444E-2,-6.904446986E-3,-7.867584005E-3,4.977619860E-2
2.169016750E0,-3.398140520E-2,-2.211996354E-2,-7.681747898E-3,4.126788021E-2
2.179053750E0,-1.532463171E-2,-3.755484894E-2,-7.983484305E-3,4.133941264E-2
2.189091750E0,6.126573775E-3,-5.068254471E-2,-7.365018595E-3,5.158002271E-2
2.199129750E0,2.278438024E-2,-5.744963139E-2,-4.755387083E-3,6.198549699E-2
2.209167750E0,4.288119078E-2,-6.372216344E-2,-1.735927071E-3,7.682658445E-2
2.219205750E0,5.269786716E-2,-6.150028482E-2,3.173700534E-4,8.099043746E-2
2.229242750E0,5.889638513E-2,-5.774130672E-2,3.340717638E-3,8.254697498E-2
2.239280750E0,5.761194602E-2,-4.587851837E-2,3.074668115E-3,7.371179252E-2
2.249318750E0,5.242513493E-2,-3.205761686E-2,6.972689182E-3,6.184419104E-2
2.259356750E0,4.063904658E-2,-1.386689581E-2,8.147675544E-3,4.370592092E-2
2.269394750E0,2.432876080E-2,1.218402758E-3,8.784250356E-3,2.589471301E-2
2.279431750E0,4.757190123E-3,1.956518553E-2,8.554419503E-3,2.187705272E-2
2.289469750E0,-1.478627883E-2,3.708102927E-2,7.636224851E-3,4.064417182E-2
2.299507750E0,-3.459913284E-2,4.928363115E-2,7.753670216E-3,6.071322503E-2
